;tweet;retweet;favoritos
39;"""Vou trabalhar para que os alagoanos sejam atendidos com dignidade em todos os hospitais e unidades de saúde do estado"". #CollorNoAr";0;4
40;"""Um povo sem direito à saúde é um povo que tem sua vida colocada em risco"". #CollorNoAr";0;3
41;Sem planejamento, o atual governador resolveu construir hospitais que não conseguiu entregar. Seu mandato está chegando ao fim e dos 5 hospitais que ele anuncia em sua propaganda eleitoral, 3 são obras inacabadas e 2 nem começaram a ser construídos. #CollorNoAr;2;3
42;Começa agora o programa que vai mostrar a saúde de Alagoas como ela é! #CollorNoAr;0;2
43;Logo mais o quinto programa do nosso guia eleitoral estará no ar. Ligue a TV a partir das 20h30 e confira o #GovernoDoPovo. COLLOR É 36! #CollorNoAr;0;5
44;Perdeu o nosso quarto programa na TV? Confira agora mesmo na integra! https://t.co/VNUnlo3zcg #GovernoDoPovo #Collor36;1;3
45;Collor vai criar as câmaras setoriais para manter um diálogo permanente com os vários setores da cadeia produtiva. #GovernoDoPovo #Collor36;0;2
46;Vai investir na expansão do Polo Digital e criar o programa de produtividade e competitividade para fortalecer as micro e pequenas empresas alagoanas. #GovernoDoPovo #Collor36;0;3
47;Collor vai acabar com a burocracia para que o pequeno empreendedor possa abrir o seu próprio negócio. #GovernoDoPovo #Collor36;2;4
48;Collor vai reduzir a taxa mínima de água e o ICMS sobre luz, gás, gasolina e internet. #GovernoDoPovo #Collor36;1;4
49;"""É preciso ter muita responsabilidade com o dinheiro público. Só resolveremos o problema das finanças investindo na produtividade para alavancar nossa economia. E esse é um compromisso meu com o povo alagoano"". #CollorNoAr";0;3
50;"""A propaganda oficial criou a ilusão de que o governo resolveu o problema da dívida. Mas isso não é verdade. O que se fez foi apenas adiar o pagamento"". #CollorNoAr";1;4
51;Começa agora o programa Alagoas com o Povo. Fernando Collor, Governador é 36! #CollorNoAr;0;6
52;Logo mais o quarto programa Fernando Collor Governador 36 irá ao ar. Ligue a TV a partir das 20h30 e confira o #GovernoDoPovo. #CollorNoAr;0;3
53;Confira na íntegra o nosso terceiro programa eleitoral e conheça Alagoas de verdade. https://t.co/9b0JK8rhZG #oPovoQuerCollor;1;2
54;"""O Bolsa Cidadã é um compromisso meu com as guerreiras alagoanas que precisam de apoio do estado para criar seus filhos"". #CollorNoAr";0;3
55;Eficiência é saber usar os recursos do estado em benefício de quem mais precisa. Como governador, a primeira medida de Collor será implantar o Bolsa Cidadã, que vai a garantir uma renda mensal às mães de famílias carentes. #CollorNoAr;1;3
56;Acabou de começar o programa de Fernando Collor Governador. Não perca #CollorNoAr!;0;2
57;Falta pouco para começar o terceiro programa do nosso guia eleitoral. Ligue a TV a partir das 20h30 e confira o #GovernoDoPovo. COLLOR É 36! #CollorNoAr;0;3
58;Já está na web o nosso segundo programa do guia eleitoral Collor Governador 36. Confira os problemas enfrentados pelos proprietários de ciclomotores (cinquentinhas) e as propostas do #GovernoDoPovo. https://t.co/sljSEXUQ9f;0;3
59;"""Um bom governador não persegue o seu povo. Um bom governador cuida dele. E é isso que eu vou fazer quando for eleito, cuidar do nosso povo"". #CollorNoAr";1;3
60;"""O trabalhador não pode ter o seu ganha pão apreendido e ser penalizado por tentar garantir o seu sustento. Ele tem que receber orientação e ter a segurança que o governo está ao seu lado"". #CollorNoAr";0;5
61;"""É por isso que eu assumo o compromisso de baixar as taxas de emplacamento e licenciamento das cinquentinhas. Afinal, se em Pernambuco, as pessoas pagam duzentos reais, por quê aqui elas tem que pagar oitocentos?"". #CollorNoAr";0;3
62;"""Um governador que está ao lado do povo, não persegue as pessoas, vai sempre fazer de tudo para que a população tenha todas as condições de lutar por uma vida digna"". #CollorNoAr";0;2
63;As histórias de seu Antônio e Tamires representam sérios problemas que o povo Alagoano enfrenta. Todos os dias, pessoas lutam e dependem dos ciclomotores para dar condições dignas para suas famílias. Ligue a TV e confira!  #CollorNoAr;0;2
64;Começa agora o programa de Fernando Collor Governador. O programa que mostra a vida do povo como ela é! #CollorNoAr;1;3
65;Logo mais o segundo programa do nosso guia eleitoral estará no ar. Ligue a TV a partir das 13h e confira o #GovernoDoPovo. COLLOR É 36! #CollorNoAr;0;2
66;Fernando Collor e o presidente da Federação das Indústrias do Estado de Alagoas (Fiea), José Carlos Lyra de Andrade. #CollorNoAr https://t.co/aCrPQ9dHqg;0;5
67;Acompanhe agora a transmissão do café da manhã com empresários na Federação das Industrias de Alagoas. Acesse: https://t.co/6zDLMSQKME  #CollorNoAr;0;1
68;"""É por vocês, minha gente, que eu estou aqui com total disposição para acabar com esse quadro de injustiça e perseguição. Fazendo de nosso governo aquele que tem como princípio e fim o bem-estar do povo alagoano"". #CollorNoAr";2;5
69;"""Uma gestão que gasta com propaganda tentando criar uma ilusão de que tudo está bem, mas que na verdade não está e quem mais paga a conta por tanta ineficiência é quem menos possui. É a população que depende do estado para melhorar sua qualidade de vida"". #CollorNoAr";0;3
70;"""Me lanço nessa nova jornada rumo ao governo do estado, pela missão que recebi de combater as injustiças e pelo dever de trazer propostas concretas para melhorar a vida do nosso povo, que tanto vem sofrendo com uma das piores gestões do país"". #CollorNoAr";1;6
71;Em breve começará a segunda transmissão do 1º programa Collor 36 Governador. Ligue a Tv e não deixe de conferir! #CollorNoAr #GovernoDoPovo #CollorindoAlagoas #VamosCollorir;0;3
72;@WTarcisio @joao_arruda Bacana é contar com o seu apoio. Um forte abraço! #Collor36;1;1
73;@WTarcisio Não deixe de conferir, @tarcisiotenorio. Obrigado pelo apoio e bom trabalho! #Soucollor;0;1
74;Já está no ar o nosso primeiro programa do guia eleitoral Collor Governador 36. Confira e vamos juntos nessa caminhada pela missão  de melhorar a vida do povo Alagoano! https://t.co/Sbtt4UL3MP #oPovoQuerCollor;4;9
75;Mude sua foto do perfil e mostre o seu apoio à jornada da vitória. Vamos #CollorirAlagoas! Troque aqui: https://t.co/wrj7IgwwUZ;2;5
76;Convido todos para assistir ao 1º programa Collor 36 Governador, ligue a sua TV a partir das 13h e venha com a gente no #GovernoDoPovo! 👊;0;3
77;No governo do povo, as mulheres de Alagoas em estado de extrema necessidade social terão direito a Bolsa Cidadã. Saiba mais em: https://t.co/Z3RP2QecxW;1;4
78;Oi, pessoal! Como pré-candidato à Presidência da República, falei à Rádio Metrópole, sediada em Salvador. Aos ouvintes da Bahia, disse que submeto meu nome ao julgamento das ruas, com histórico de longo aprendizado na vida pública. https://t.co/2Fy6P1Qwxi https://t.co/SA1ID8miOv;15;38
79;Acompanhe, ao vivo, a entrevista. https://t.co/MUtHFoLhmd;6;9
80;É preciso reagir. https://t.co/ZCgJWIgGYI;4;6
81;"Na cidade de São Miguel dos Campos nesta quinta-feira, @Collor reafirma que é pré-candidato à Presidência da República; confira! https://t.co/MwWzOtEM3D";10;16
82;Presidente da Comissão de Relações Exteriores do Senado, Collor diz ser injustificável a atitude norte americana de engaiolar crianças, que ainda são separadas de seus pais. “É algo desprezível!” Assista ao vídeo: https://t.co/nOXNxbqjwX;4;15
83;Lamento o falecimento do meu amigo Pedro Acioli, ex-ministro do STJ e alagoano de Murici. Desejo transmitir a seus familiares e amigos o meu abraço pesaroso. https://t.co/AXYpytwMTo;3;18
84;Oi, pessoal! Concedi uma entrevista à TV Senado. Abordei a necessidade de o Brasil inaugurar nova fase de abertura comercial e tocar para frente as reformas, como a política. É preciso pôr fim à crise de governabilidade. Tratei também de minha pré-candidatura. https://t.co/58KoIIkcTB;2;18
85;♥️ https://t.co/9DPZeBi5zk;2;28
86;Brasil deve aproveitar abertura da Coreia do Norte ao mundo, diz @Collor. Saiba mais:  https://t.co/LnnYeT1njz https://t.co/V8PZXeC2X9;2;12
87;@Collor defende reforma constitucional https://t.co/TrdFkhBXBB https://t.co/kPqzrbHfkL;4;8
88;@Collor comanda sessão da CRE que aprova diplomata para OEA. Clique no link e saiba mais: https://t.co/Tid0Qt81yk https://t.co/nWKT66oqTc;0;11
89;@Collor cumpre agenda oficial pelo Senado no Oriente Médio: https://t.co/DHUNWPU6HW https://t.co/Srt1Y0ZJRi;2;10
90;@Collor é recebido pelo ministro dos Negócios Estrangeiros, Nizar bin Obaid Al-Madani. A Arábia Saudita é o principal parceiro comercial do Brasil no Oriente Médio. Collor defendeu o fortalecimento desses laços entre os dois países. #CollorSenador #Collor #Brasil #Senado https://t.co/HRgwk6HqJG;1;7
91;@Collor acompanha o vice-presidente da Câmara dos Conselheiros do Marrocos, Abdessamad Kayouh, em audiência com o ministro Blairo Maggi, da Agricultura, Pecuária e Abastecimento. O Brasil possui status de parceiro privilegiado com o Marrocos, situado no Norte da África https://t.co/PF0WtZWvGT;6;14
92;Confira como foi a sessão temática realizada nesta segunda-feira. https://t.co/nYeDmIXpWH;5;6
93;RT @pr_senado: O presidente @Eunicio na conferência parlamentar, do @WaterForum8. Na foto: o presidente da CRE do Senado, @Collor (PTC-AL),…;8;0
94;Comissão de Relações Exteriores e Defesa Nacional, presidida por @collor, realizou mais uma audiência pública, desta vez para examinar os movimentos políticos na Europa. Veja mais https://t.co/K31GdxtD5I https://t.co/AzCGBdN65t;5;11
95;Da presidência da Comissão de Relações Exteriores e Defesa Nacional, @Collor encaminha a votação da moção de pesar pelo falecimento da vereadora Marielle Franco-RJ, assassinada a tiros no Centro do Rio de Janeiro, na noite dessa quarta-feira, 14. https://t.co/0abb02yAbx;6;9
96;Oi, pessoal! Nesta segunda-feira, na Comissão de Relações Exteriores e Defesa Nacional, presidi um debate sobre o tema “O sistema internacional sob o impacto Trump”, com a presença do embaixador Rubens Ricupero. Clique no link e saiba mais: https://t.co/rHOfD0Ejh2 https://t.co/Hfe4azxPyA;8;17
97;Como senador, tratei com o ministro do Desenvolvimento Social e Agrário, Osmar Terra, da continuidade do Programa do Leite em Alagoas. Eu estava acompanhado da ex-prefeita Célia Rocha, presidente do PTC no Estado. https://t.co/F8pK8kCG11;7;13
98;O 8° Fórum Mundial da Água será uma excelente oportunidade para o debate sobre economia sustentável. É importante reviver o clima da Rio 92. Confira mais no link a seguir: https://t.co/tsINsAHRg2 https://t.co/ddsrYCQP4c;8;11
99;"@Collor ""O Brasil continua sendo uma obra gigantesca. Daí a necessidade de um novo pacto político, de um novo acordo com a sociedade, de modo que faça renascer a esperança e o otimismo"". https://t.co/uR8Q4Vde7W";10;20
100;@Collor falou de esperança e de um novo acordo com a sociedade, com olhar confiante. Clique e confira: https://t.co/nGpbakkFz6 https://t.co/NYXREqnaVD;11;22
101;Da tribuna do Senado, @Collor discursa, fala da retomada de uma missão e apresenta as diretrizes de sua pré-candidatura à Presidência da República. Ele relembrou o seu governo, que, apesar de curto, modernizou a economia brasileira, abrindo-a ao mercado internacional.. https://t.co/UxKhGuibYw;22;45
102;Comissão de Relações Exteriores e Defesa Nacional do Senado aprovou relatório que ratifica, para o Brasil, as emendas ao protocolo de Kioto. Elas tratam da redução das emissões de gases causadores de efeito estufa para os países desenvolvidos. Veja mais: https://t.co/oAkAQ17wLS;8;13
103;Na semana passada, estive no Marrocos e falei sobre as possibilidades para a América Latina. No link abaixo, você pode conferir como se deu a agenda de trabalho. https://t.co/Mav4QdYEQk;6;12
104;Presidente da Comissão de Relações Exteriores e Defesa Nacional, senador @Collor presta solidariedade ao povo da Argentina. https://t.co/aFs7ajyiNu;5;12
105;@ProfessorArossi Bom dia!;5;4
106;@falpendre Correto, @falpendre. A referência feita na postagem em questão versa sobre o centenário da data, quando o Brasil se reencontrou com a democracia. Forte abraço!;6;7
107;Em Alagoas, na terra do Proclamador, senador Collor recebe a Medalha do Mérito da República Marechal Deodoro da Fonseca. Collor lembrou, com muito orgulho, que se elegeu presidente do Brasil exatamente no centenário da República, em 1989, com 35 milhões de votos dos brasileiros. https://t.co/djkWRHAkwX;8;30
108;Ao lado da @PREF_CELIAROCHA , senador @Collor recebe o reitor da @Uncisal, professor Henrique de Oliveira Costa. @Collor reafirmou seu apoio à Universidade de Alagoas, que, no @SenadoFederal, vem sendo contemplada com emenda apresentada pelo parlamentar alagoano. https://t.co/NdyEX0wyDt;10;22
109;Prefeita Santana Mariano, de Major Izidoro, acompanhada por César Campos, é recebida pelo senador @Collor ,  no Senado da República. https://t.co/KoectMvnPV;6;11
110;Em Brasilia, recebendo os amigos Marcelo Lima e Marquinho, prefeito do município de Quebrangulo e ex-prefeito de Matriz do Camaragibe, em AL https://t.co/M6Tfb8JuX6;6;28
111;Com meu amigo Hugo Wanderley, jovem prefeito do município de Cacimbinhas, situado na região sertaneja de Alagoas. https://t.co/cJ1CQrdsyu;6;12
112;A CRE tem tido uma intensa agenda de trabalho. Acompanhe, ao vivo pela TV Senado, os trabalhos do colegiado. Sempre às quintas, às 9h https://t.co/7hR3jWpwO9;2;9
113;firmados pelo governo brasileiro.  Clique no link e saiba mais:https://t.co/Zz0ZxZGOvT;0;5
114;presidida p/senador @Collor . Foi aberta vista coletiva da matéria.Ainda na sessão, os senadores aprovaram acordos internacionais firmados.;0;2
115;e avaliadores do Poder Judiciário dos Estados terão direito a porte de arma de fogo.  É o que dispõe um projeto de lei em debate na CRE...;1;5
116;PORTE DE ARMAS DE FOGO EM DEBATE NA CRE - Oficiais de justiça, peritos médicos da Previdência, defensores públicos, auditores tributários .. https://t.co/dBZ53kPxjC;1;10
117;É HOJE, NO ESTÁDIO REI PELÉ - Avante, @eusouCSA! Força, Azulão! Vamos à vaga na série B do campeonato brasileiro futebol, em 2018. https://t.co/C1AxerfHHN;3;12
118;Homenagem https://t.co/qw2sQKsijj;3;18
119;@MMizael Envia o endereço completo p/ fcweb14@gmail.com #assessoria;0;0
120;Em nota,@Collor nega de forma veemente haver recebido da Odebrecht qualquer vantagem indevida ñ contabilizada na campanha eleitoral, de 2010;13;22
121;Proposta de @Collor para debater participação do Brasil na Ordem Mundial é aprovada na CRE: https://t.co/EssqnqU6vP https://t.co/V2L0ahgKf0;3;14
122;Durante sessão de instalação, Collor informou que a comissão se reunirá na quinta-feira de cada semana, à 9h.;1;10
123;A chapa liderada pelo parlamentar tem o senador @jorgeviana como vice-presidente..;1;7
124;@Collor foi aclamado, na manhã desta terça, presidente da Comissão de Relações Exteriores e Defesa Nacional (CRE) para o biênio 2017-18. https://t.co/QiuvNFFw1W;4;6
125;O livro já está à disposição de todos na Biblioteca Digital do Senado Federal. Clique neste endereço e boa leitura: https://t.co/kIykBbwuML;10;25
126;"Oi, pessoal! Estou disponibilizando o link para quem desejar ler o livro ""Réplica para a história: uma catarse"", que acabo de lançar em BSB.";9;19
127;Senador @Collor conversa em plenário com parlamentares, numa semana de intensa apreciação e votação de matérias no Senado Federal. https://t.co/NGkJWY2Ttp;5;16
128;Recebendo a comitiva do Partido Ecológico Nacional (PEN), presidido nacionalmente pelo líder Adilson Barroso. https://t.co/wXvHPIoHaK;4;12
129;@Collor lança o livro “Réplica para a História: uma catarse”. Confira mais informações sobre a obra do ex-presidente https://t.co/CnikdbfXLh https://t.co/FnBDBLMEwm;3;7
130;@Collor diz que seca é grave e cobra do governo regulamentação de lei. Confira mais informações: https://t.co/kTqwBlw2Wx;1;7
131;para manter e qualificar o serviço que prestamos ao cidadão brasileiro”.;2;3
132;(...) possível graças ao reconhecimento e apoio de Vossa Excelência. Manifestações como a sua têm contribuído, de maneira decisiva...;1;5
133;A presidente da instituição, Lúcia Braga, remeteu ao parlamentar um ofício com o seguinte teor: “O progresso da Rede Sarah tem sido...;1;2
134;@Collor apoia ações que beneficiam a vida das pessoas, como a Associação da Rede Sarah de Hospitais de Reabilitação... https://t.co/rYE1AAPFGi;1;3
135;Em meu gabinete, recebi a visita do ministro do Turismo, Marx Beltrão. Muitos projetos para aquecer o segmento turístico nacional. https://t.co/FTKvcQCdDL;3;34
136;@Collor reage a pacote que corta direitos dos trabalhadores e aposentados https://t.co/Ya4le9CacC;3;6
137;@Collor: Vilipêndio à razão https://t.co/OaSHoElcSv;6;8
138;Presidente Collor, em 1992. https://t.co/u5OoNiaR0p;160;172
139;lagoano, o ministro Humberto Martins foi empossado como novo vice-presidente do Superior Tribunal de Justiça (STJ). https://t.co/lxP9AyRLHr;7;34
140;Collor refuta tese de golpe e diz que governo transformou gestão numa tragédia #gazetaweb https://t.co/MnoVh8zqk4;103;182
141;O senador Collor acompanha o pronunciamento de defesa da presidente afastada, Dilma Rousseff. https://t.co/8yw73mtXIw;13;43
142;Collor em companhia dos senadores Aécio, Magno Malta e Gladson Cameli na sessão de julgamento da presidente afastada https://t.co/prFV4n0g98;25;71
143;O senador Collor já se encontra em plenário para o reinício da sessão de julgamento da presidente afastada Dilma Rousseff.;19;37
144;Minha homenagem a todos os soldados brasileiros. https://t.co/mS1SZhFdRv;12;53
145;Reproduzo uma imagem de 1987, quando o condecorei no Salão de Despachos do Palácio Marechal Floriano Peixoto, sede do governo de Alagoas.;1;13
146;(...) como integrante do Comitê Olímpico Internacional ou presidente da Fifa.;1;5
147;prestados ao esporte mundial, seja como atleta e medalhista nos Jogos Pan-Americanos de 1955...;1;5
148;Em maio, celebrei o centenário dele neste mesmo espaço. Desportista brasileiro, Havelange notabilizou-se pela extensa folha de serviços...;2;6
149;PERDA DE UM AMIGO - É com tristeza que registro o falecimento de um amigo, João Havelange... https://t.co/Opn20VrBKC;14;26
150;https://t.co/iiHDKerLR2;6;18
151;@Collor diz que últimos anos do governo afastado foram portfólio de desastres: https://t.co/bPJV8g0gyz https://t.co/8j2vKn8mpY;9;19
152;@Collor diz que projeto de lei pune abuso de qualquer autoridade https://t.co/amJau4c5UT;2;12
153;Na pauta, as medidas econômicas do governo Temer e que se encontram em debate no Congresso Nacional.;1;17
154;@Collor em reunião com o ministro da Fazenda, Henrique Meireles, na residência oficial da presidência do Senado. https://t.co/p21QspJSE5;1;14
155;@LininhoNovais , boaaa tarde! O livro foi feito pelo professor Marcos Antônio Villa.  Já está à venda nas livrarias de todo o país.;1;4
156;Revendo passagens marcantes de um impeachment relâmpago. https://t.co/8D84RwcgW7;184;107
157;Encontro com lideranças políticas. Em pauta, a ação do G8 nas eleições municipais. Ótimo final de semana, pessoal! https://t.co/AJAytcXZQP;0;16
158;Feliz São João, pessoal!! 🌽🔥🎇 https://t.co/NdYzVSn2XO;18;41
159;(..) Paulo Memória, pré-candidato a prefeito de Maceió. Na pauta, a ação do G8 na sucessão municipal.;0;5
160;@Collor reúne lideranças políticas, como Adeílson Bezerra, Wagner Felizdoro, Ariel Fernandes, Fábio Loureiro ... https://t.co/VfBaV4WlO3;0;7
161;Encontro em Brasília com o presidente @MichelTemer . https://t.co/SCPaOYuu1a;11;28
162;O senador Fernando Collor recebe em seu gabinete a visita do deputado federal alagoano Val Amélio. https://t.co/GFMRovHfS9;2;10
163;https://t.co/7BMUBYeHvN;2;7
164;Com Azevedo, tive a oportunidade de conversar sobre o cenário atual do comércio exterior.;1;3
165;(..) Ele é considerado o diplomata brasileiro que mais entende de negociações comerciais internacionais...;0;10
166;Recebi a visita do embaixador Roberto Carvalho de Azevedo, diretor-Geral da OMC-Organização Mundial do Comércio. https://t.co/DsggV6m7oO;4;27
167;Livro publica o discurso histórico de @Collor , na sessão em que foi votada o impeachment da pres. Dilma Rousseff https://t.co/RxFrttPrkN;11;49
168;@Collor enaltece legado e memória de ex-ministro Jarbas Passarinho. Sabia mais : https://t.co/oCggERmT9c https://t.co/knaSEtKicE;3;6
169;https://t.co/K9EA9jZsXm;0;5
170;serviço ao Brasil. Meu sentimento de pesar à família enlutada e meu abraço solidário aos seus amigos.;3;17
171;Na Presidência da República eu o escolhi para comandar o Ministério da Justiça. Não só honrou suas funções como prestou relevante...;5;28
172;Com tristeza, registro o falecimento de Jarbas Passarinho, grande amigo e conselheiro... https://t.co/8QOL1QIl2L;25;59
173;@Collor diz que sistema político está em ruínas e não foi por falta de aviso https://t.co/BGX1QNEP1s https://t.co/UOgRKirObJ;13;39
174;@Collor diz que sistema político está em ruínas e não foi por falta de aviso:https://t.co/BGX1QNEP1s;13;34
175;No painel, a ordem de inscrição de @Collor para discursar. Ele é o único ex-presidente no exercício de um mandato. https://t.co/b3iC3u1JbA;44;86
176;SESSÃO DE CASSAÇÃO DO SENADOR DELCÍDIO DO AMARAL – Momento em que @Collor opera os controles de votação. https://t.co/fMd1H5FSqp;31;45
177;C0LLOR ESCREVE NA FOLHA DE S. PAULO O ARTIGO 'SIMULACRO DE GOVERNO' - Clique e confira : https://t.co/9gvNpBjBf4 https://t.co/KcXGBVvnug;13;27
178;Clique no link a seguir e conheça, na íntegra, as propostas para retirar o País da crise. Confira:https://t.co/E6PLuUD5sM;24;30
179;(...)  a quem entregou o documento “Brasil: diretrizes para um plano de reconstrução”.;7;16
180;Como líder do Bloco Moderador, @Collor esteve com o vice-presidente da República, Michel Temer.... https://t.co/GmJWGlV7Wz;31;45
181;Em artigo,@Collor aponta diretrizes para uma nova política https://t.co/z8Hop4tsDe;6;14
182;O senador @Collor discursa e apresenta propostas para retirar o País da crise política e econômica. Confira: https://t.co/QCgHNSn1xa;15;21
183;Senado precisa se adiantar e pensar no futuro do Brasil - Veja mais: https://t.co/8SSj6Rd1oQ https://t.co/gAt8keliMo;9;30
184;Aqui no Senado, recebendo a visita de amigos: o prefeito Bruno, de São José da Laje, e seu pai, o ex-prefeito Neno. https://t.co/Hp2GhHVUG2;1;16
185;COLLOR VAI AO RECIFE E SE DESPEDE DO AMIGO - https://t.co/XhK2hyl7Xt;6;8
186;Minha gratidão e admiração pela sua bravura e solidariedade serão eternas;31;21
187;Hoje nos deixou um amigo. Homem valente, destemido e leal que nunca abriu mão de suas convicções, nem se afastou dos amigos.;3;9
